名称,J_shopt href,地址,city,经纬度,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
胖妹面庄,https://www.dianping.com/shop/G9VwkrHORDQkQMpr,东四北大街69号,[北京],"116.416485,39.939346",15801504172,2019/12/7 18:07,18.63 km,41 min,21.10 km,79 min,17.53 km,62 min
蝎王府羊蝎子,https://www.dianping.com/shop/kahySVcGcUAOhiNf,广渠门外大街双井桥西400米路北（近垂杨柳路）,[北京],"116.458207,39.893416",67755925,2019/12/7 18:04,27.75 km,56 min,30.22 km,110 min,26.64 km,88 min
313羊庄·铁锅烀羊肉,https://www.dianping.com/shop/H5DKTpQSSYBmvlDS,广渠路九龙山家园1号楼4门1-D3,[北京],"116.478879,39.893210",67759955,2019/12/7 18:04,33.16 km,65 min,40.66 km,130 min,27.66 km,96 min
方砖厂69号炸酱面,https://www.dianping.com/shop/k25ONpSCmrGqbEkt,南下洼子胡同京徽小馆东40米,[北京],"116.399231,39.938213",13161907038,2019/12/7 17:32,876.52 km,555 min,882.61 km,625 min,877.16 km,599 min
碳花烤羊腿,https://www.dianping.com/shop/k8Ifk2go5JD1UHDz,北新桥三条胡同70号,[北京],"116.417127,39.943177",13801293221,2019/12/7 14:00,20.34 km,40 min,22.81 km,84 min,19.24 km,61 min
IL RISTORANTE NIKO ROMITO,https://www.dianping.com/shop/H9OmTW9Nge46nGRb,新源南路8号院2号楼（北京宝格丽酒店一层）,[北京],"116.457548,39.947861",85558585,2019/12/7 13:46,21.54 km,38 min,24.01 km,80 min,20.43 km,62 min
北京四季酒店·采逸轩,https://www.dianping.com/shop/H1zCTJMoyCMQMvMJ,亮马桥路48号北京四季酒店2层（近亮马河畔）,[北京],"116.467802,39.948419",56958520,2019/12/7 13:44,22.05 km,40 min,24.52 km,85 min,20.95 km,66 min
家全七福酒家,https://www.dianping.com/shop/l2VD1hcU97vfIkeM,建国门外大街1号国贸大酒店4层,[北京],"116.458850,39.909860",,2019/12/7 13:44,26.18 km,55 min,28.65 km,104 min,25.07 km,89 min
淮扬府·游园京梦,https://www.dianping.com/shop/k4r1mdwPcXghAT2u,建国路87号北京SKP六层D6003号内,[北京],"116.478893,39.910106",65957897,2019/12/7 13:42,31.84 km,59 min,32.58 km,111 min,28.97 km,97 min
金阁Qi中餐厅,https://www.dianping.com/shop/GasrVFwHDtMwPknF,金城坊东街1号金融街丽思卡尔顿酒店二层（临近金融街购物中心）（近太平桥大街）,[北京],"116.363416,39.909586",66296999,2019/12/7 13:32,21.50 km,38 min,22.60 km,80 min,17.20 km,63 min
东煦炉端酒场,https://www.dianping.com/shop/G1jJ0hjpMtGpcgga,新源街13号,[北京],"116.452306,39.952701",13911081838,2019/12/7 13:31,21.52 km,37 min,24.00 km,81 min,20.42 km,57 min
老北京炸酱面大王,https://www.dianping.com/shop/G6QhcW8HTE5FwEcq,东兴隆街56号商界大厦A座一层,[北京],"116.414953,39.896952",67056705,2019/12/7 13:30,26.77 km,54 min,25.32 km,98 min,27.40 km,89 min
百味园饺子馆,https://www.dianping.com/shop/kamotr9BOw56K8u2,团结湖路52号（金鼎轩南北家乡菜斜对面）,[北京],"116.467574,39.923791",18210039279,2019/12/7 11:47,24.43 km,48 min,26.90 km,96 min,23.32 km,79 min
洱遇云南蒸汽石锅·云南菜,https://www.dianping.com/shop/l6vE7S9pdgdSPgES,王府井大街138号Apm五层506A,[北京],"116.411934,39.914676",65285506,2019/12/7 11:37,20.94 km,47 min,23.41 km,92 min,19.84 km,72 min
羯子李,https://www.dianping.com/shop/k54S2zQpvTuQOFyz,林萃路北沙滩1号院甲20楼9号,[北京],"116.375405,40.004605",64870933,2019/12/7 10:23,10.37 km,23 min,12.38 km,52 min,8.76 km,30 min
羯子李·蝎子李,https://www.dianping.com/shop/l5yy2r26CqERLXwk,西二环西便门西里7号楼1层,[北京],"116.350875,39.898446",83114265,2019/12/7 10:23,21.96 km,40 min,23.28 km,82 min,18.15 km,66 min
新九门小吃,https://www.dianping.com/shop/k9SRL9wKllKCuxOW,孝友胡同11号,[北京],"116.381802,39.946132",64020590,2019/12/6 9:31,17.07 km,33 min,19.54 km,69 min,15.97 km,47 min
护国寺小吃,https://www.dianping.com/shop/FZ9YuTxBVw9Bi6yV,护国寺大街93号（人民剧场对面）,[北京],"116.375283,39.935867",66181705,2019/12/5 19:17,18.62 km,33 min,19.71 km,71 min,16.13 km,53 min
同日升粮行,https://www.dianping.com/shop/G28WeIyVxHcthe5n,雍和宫大街56号,[北京],"116.416951,39.942880",64035783,2019/12/4 21:18,18.88 km,34 min,21.35 km,80 min,17.77 km,52 min
小六酱肉,https://www.dianping.com/shop/F74ZtaUhxXHQ5M5D,北三环中路辅路新街口外大街3号院东门往南50米,[北京],"116.395065,39.973596",15811005681,2019/12/2 23:04,15.36 km,29 min,17.84 km,64 min,14.26 km,45 min
老冯烤羊蝎子馆,https://www.dianping.com/shop/H5U93wscCMX4jCc3,河荫中路3号,[北京],"116.471089,40.005363",15510256017,2019/12/2 22:17,19.49 km,39 min,21.50 km,79 min,17.88 km,60 min
ABSOLUT BAR,https://www.dianping.com/shop/k6gX3y01p6YeuFBx,隆福大厦一层外侧东北角,[北京],"116.413899,39.925447",13699243417,2019/12/1 23:05,20.28 km,46 min,22.56 km,88 min,18.98 km,66 min
两杯两杯,https://www.dianping.com/shop/k8n4EX4kMCIG1Qsb,东四北大街69号（香饵胡同东口）,[北京],"116.416485,39.939346",13260251595,2019/12/1 20:28,18.63 km,41 min,21.10 km,79 min,17.53 km,61 min
T11生鲜超市,https://www.dianping.com/shop/G3rCWCVsVS1dBWWV,朝阳公园南路10号院1号楼至7号楼地下室-2层B201至220,[北京],"116.477648,39.931787",53670910,2019/12/1 20:27,28.90 km,56 min,29.65 km,109 min,26.03 km,90 min
九秋茶铺,https://www.dianping.com/shop/G8HDDXxaUeBwSlDN,工人体育场北路8号院三里屯SOHO2号商场2层220,[北京],"116.454007,39.932658",18600393039,2019/12/1 20:19,23.22 km,45 min,25.70 km,105 min,22.12 km,76 min
宫门口馒头铺,https://www.dianping.com/shop/k8h7Axbs3DX4Weic,香厂路1号,[北京],"116.394542,39.888086",13601295152,2019/11/30 21:37,26.55 km,52 min,25.67 km,101 min,22.26 km,80 min
KK进口品集合,https://www.dianping.com/shop/H9fSX9nTJd1Qy9Cw,朝阳北路101号朝阳大悦城5层星巴克旁,[北京],"116.519951,39.924195",15711337082,2019/11/30 21:35,30.64 km,63 min,32.64 km,112 min,29.03 km,90 min
厚鲤甲赫,https://www.dianping.com/shop/H1A4cD7j4ny4MD5D,工人体育场北路三里屯SOHO2号商场2层2223室,[北京],"116.454007,39.932658",15116979755,2019/11/30 21:34,23.55 km,47 min,26.02 km,108 min,22.45 km,78 min
양평형제·杨平兄弟烤牛肠,https://www.dianping.com/shop/E6AbYlXCbNahV0IV,广顺北大街博泰国际商业广场2层S-1,[北京],"116.466841,40.002141",18701504498,2019/11/30 9:43,19.14 km,39 min,20.85 km,80 min,17.23 km,62 min
董小西的凉皮和椒麻鸡,https://www.dianping.com/shop/H6Nanx29dDLtz24S,麦子店街道霄云路35号(6-5),[北京],"116.461617,39.957245",19009930993,2019/11/28 21:07,20.90 km,39 min,23.37 km,80 min,19.80 km,62 min
牛三哥洛阳牛肉汤,https://www.dianping.com/shop/G6p4necHnM0IUdUR,复兴路69号院2号华熙LIVEhi-up西区负1层088号,[北京],"116.277956,39.909701",68150986,2019/11/28 20:56,18.34 km,33 min,21.04 km,78 min,18.97 km,61 min
Roof Café 饮冰室,https://www.dianping.com/shop/H8HgIw4BEfS8SQCL,东大桥路9号侨福芳草地D座10层（侨福当代美术馆内）,[北京],"116.448418,39.919876",56628530,2019/11/28 19:59,30.10 km,52 min,26.98 km,112 min,23.40 km,83 min
Jamaicablue Coffeeshop,https://www.dianping.com/shop/l5uocFDV7UTquuZt,朝阳门外大街6号新城国际公寓B期16号楼107号商铺（卖花卖汤旁边）,[北京],"116.455063,39.917355",65336556,2019/11/28 19:48,25.19 km,52 min,27.66 km,101 min,24.09 km,83 min
黄氏许牛奶甜品,https://www.dianping.com/shop/Gak7MGGwiEty9H1S,交大东路60号,[北京],"116.349717,39.946866",18513234718,2019/11/28 19:47,16.83 km,28 min,18.16 km,66 min,13.04 km,45 min
美·大董海参店,https://www.dianping.com/shop/k2TbJVJ4Dxz4LQkZ,东四十条甲22号南新仓商务大厦1-2层,[北京],"116.430934,39.932349",85868066,2019/11/28 12:02,20.51 km,45 min,22.98 km,95 min,19.40 km,67 min
金隅喜来登大酒店·采悦轩中餐厅,https://www.dianping.com/shop/G3eBg0REZYqIwzwz,北三环东路36号,[北京],"116.410562,39.967420",57988998,2019/11/28 12:01,15.97 km,30 min,18.44 km,66 min,14.87 km,46 min
北京厨房,https://www.dianping.com/shop/imJbAUCciq5PStSV,建国路87号北京SKP六层D6007,[北京],"116.478893,39.910106",65307905,2019/11/28 11:59,31.84 km,59 min,32.58 km,111 min,28.97 km,94 min
新荣记,https://www.dianping.com/shop/k4sccSx39Z97oTtC,建国门外大街2号银泰中心A座5层,[北京],"116.459146,39.907530",85171789,2019/11/28 11:27,26.04 km,55 min,28.51 km,104 min,24.94 km,87 min
新荣记,https://www.dianping.com/shop/k2hPj72XvOWWErpX,东三环中路1号环球金融中心东塔2层,[北京],"116.459044,39.918732",85878755,2019/11/28 11:27,25.03 km,52 min,27.50 km,101 min,23.93 km,82 min
hoper,https://www.dianping.com/shop/k1htlMSTBFrplnbv,华丰胡同6号（北锣鼓巷）,[北京],"116.402356,39.943925",18618438838,2019/11/27 22:22,17.50 km,35 min,19.97 km,68 min,16.39 km,53 min
五道口枣糕王,https://www.dianping.com/shop/HaVcJPeJkyJaXCke,成府路43号,[北京],"116.335611,39.993612",13120086996,2019/11/24 14:05,7.61 km,20 min,12.21 km,51 min,6.13 km,26 min
亮齿口腔,https://www.dianping.com/shop/k77iMmSkqwfk1Dep,和敬路4号院3号楼1至2层3-4,[北京],"116.359313,39.887278",85301816,2019/11/22 12:24,23.50 km,43 min,25.86 km,86 min,20.73 km,71 min
重八牛府之不忘初心,https://www.dianping.com/shop/H1BNOf1IJFwQayLz,学清路10号学清嘉创大厦A座二层（近学知园地铁站C口）,[北京],"116.355228,40.012531",59724289,2019/11/21 22:31,8.56 km,23 min,11.50 km,51 min,7.45 km,33 min
香妃烤鸡,https://www.dianping.com/shop/k3dl0j2jhj07eWjW,西单横二条2号华恒大厦一层（近华恒大厦）,[北京],"116.376836,39.911951",66088676,2019/11/21 18:37,19.48 km,40 min,21.96 km,86 min,18.38 km,62 min
阳记军屯锅魁,https://www.dianping.com/shop/l3Osx0fNMKke1qWx,景恒街建外SOHO东区9号楼商铺一层0928E,[北京],"116.458194,39.906498",18981783869,2019/11/18 19:35,26.11 km,54 min,28.58 km,104 min,25.01 km,86 min
牛鼎云南特色烧烤,https://www.dianping.com/shop/i2Q4L8Eu8DwLc7rc,广百西路百子湾家园109号楼109-3,[北京],"116.507740,39.899298",17338146121,2019/11/18 17:46,33.61 km,68 min,38.96 km,129 min,35.35 km,106 min
Zam Zam Restaurant印巴餐厅,https://www.dianping.com/shop/l2iYri15B6EGBsJb,学清路41号裕京大厦北六号,[北京],"116.352067,40.005122",15120029302,2019/11/17 20:19,8.21 km,22 min,11.15 km,50 min,7.11 km,32 min
老妈牛腩,https://www.dianping.com/shop/l2JGhsgWxWz7Ie0i,三里屯街道中纺里34号(小荣酒家西侧),[北京],"116.453533,39.927194",15001029083,2019/11/17 20:12,24.19 km,46 min,26.66 km,95 min,23.09 km,77 min
增盛魁小吃店,https://www.dianping.com/shop/l760QebSmKtLxJS4,大佛寺东街26号(隆福医院北),[北京],"116.410916,39.927645",18701088902,2019/11/17 19:51,19.31 km,41 min,21.78 km,84 min,18.21 km,62 min
烤肉季饭庄,https://www.dianping.com/shop/k81D6Qv7OPwwSWdH,前海东沿14号,[北京],"116.393926,39.939032",64042554,2019/11/17 19:26,16.84 km,35 min,19.31 km,68 min,15.73 km,50 min
杏园餐厅,https://www.dianping.com/shop/H1hNZ3SvnsCA2SCv,西四北大街24号,[北京],"116.373289,39.931511",66168417,2019/11/17 19:23,18.73 km,32 min,19.82 km,71 min,16.25 km,52 min
银河SOHO购物中心,https://www.dianping.com/shop/l1hnVPbvJstnmoxI,南竹杆胡同2号,[北京],"116.433216,39.920797",59576688,2019/11/17 18:30,23.02 km,43 min,25.49 km,102 min,21.92 km,75 min
23坐,https://www.dianping.com/shop/k8CBj1GClrieiFqM,春秀路与幸福村中路交叉口东行80米路南,[北京],"116.443794,39.936496",18612019847,2019/11/17 18:28,27.49 km,43 min,25.03 km,83 min,21.46 km,65 min
天泽祥·鼓楼馒头,https://www.dianping.com/shop/lalCFQJWli8mDOcg,鼓楼东大街139-1号,[北京],"116.402534,39.940998",15600909776,2019/11/17 17:43,17.30 km,34 min,19.77 km,71 min,16.19 km,53 min
TIANROAST咖啡体验馆,https://www.dianping.com/shop/l8ROS16uLr6kcXl4,798路751DPARKB7栋一层,[北京],"116.492043,39.984277",15911187665,2019/11/17 10:28,22.91 km,48 min,26.06 km,103 min,22.45 km,82 min
众品鲜蒙古涮肉·烧烤,https://www.dianping.com/shop/G3mj6CuB572ERmvy,张采路太玉园西区大门南200米2层2055号,[北京],"116.699596,39.852058",13552505297,2019/11/12 12:34,54.35 km,87 min,56.35 km,147 min,52.74 km,123 min
沙河周日市场,https://www.dianping.com/shop/laUAFJnNVMo6zcxA,G6辅路与安济桥路交叉口西120米,[北京],"116.085825,40.278703",,2019/11/7 20:11,39.80 km,50 min,36.97 km,47 min,39.12 km,63 min
大韩继大集,https://www.dianping.com/shop/H5IBPzrE1ndpcChF,继路村大韩继路,[北京],"115.947827,39.657451",,2019/11/7 20:10,67.62 km,65 min,73.70 km,125 min,68.25 km,108 min
老羊棒骨,https://www.dianping.com/shop/G5n9KYTkIioDYtCq,丰台大桥南街8号,[北京],"116.285477,39.844288",13463168730,2019/11/3 23:06,24.89 km,34 min,27.60 km,82 min,25.52 km,66 min
子安藏书票馆,https://www.dianping.com/shop/Fd2dQrZdxaspIPER,杨梅竹斜街154-162号,[北京],"116.389766,39.894940",13901152347,2019/10/30 22:24,26.02 km,50 min,25.24 km,98 min,21.94 km,80 min
Berry Beans,https://www.dianping.com/shop/k8jSur52Ki61Jp6V,朱家胡同7号（近大栅栏西街）,[北京],"116.392369,39.894444",13141224188,2019/10/30 22:23,26.16 km,50 min,25.38 km,98 min,22.08 km,81 min
Berry Beans,https://www.dianping.com/shop/k9qreNBR5zX9LpF8,"新中街甲3号,伙伴烤肉右侧楼梯上3层,3层蜂巢剧场内左侧楼梯上",[北京],"116.438629,39.940262",15010903475,2019/10/30 22:23,21.27 km,39 min,23.74 km,91 min,20.17 km,62 min
身体记忆BodyMemory,https://www.dianping.com/shop/G3kr4VF23z4nzNQH,茶儿胡同29号东侧,[北京],"116.390913,39.896482",13141052168,2019/10/30 22:23,25.89 km,48 min,25.11 km,98 min,21.81 km,79 min
1964VINTAGE,https://www.dianping.com/shop/G9EY5gguZvMQigSQ,工人体育场北路三里屯SOHO2号商场地下一层B1-220,[北京],"116.454007,39.932658",18500581331,2019/10/29 9:05,23.55 km,47 min,26.02 km,108 min,22.45 km,78 min
NORHOR北欧表情家居直营店,https://www.dianping.com/shop/G6hYlI1BJbl4EzaN,青年路113号悦鑫园5-6号（朝阳大悦城往北200米路东悦鑫园内）,[北京],"116.517885,39.926675",85511781,2019/10/26 22:15,30.97 km,66 min,32.98 km,114 min,29.36 km,93 min
Cabana,https://www.dianping.com/shop/G6hPXxzHES7aICvb,三里屯路11号院地下一层NLG-30单元,[北京],"116.454925,39.938121",53680303,2019/10/26 22:15,23.08 km,42 min,25.55 km,87 min,21.98 km,68 min
好白商店,https://www.dianping.com/shop/H2YRpOwVelsPsxLd,金航中路3号天竺万科D座一楼110-2号底商,[北京],"116.548071,40.066589",64061837,2019/10/26 21:34,30.55 km,52 min,32.55 km,97 min,28.94 km,79 min
面包会有的,https://www.dianping.com/shop/G4cakyJpxEIjHmpA,幸福村中路55-3号杰座大厦底商（渝信川菜工体店对面）,[北京],"116.445720,39.936276",13051980596,2019/10/26 21:32,27.74 km,44 min,25.29 km,85 min,21.71 km,68 min
ZAZA CAKERY,https://www.dianping.com/shop/H2mAaIHj8ueKOu6c,东二环银河sohoB座2层20207,[北京],"116.435829,39.906106",17801381618,2019/10/26 21:26,24.37 km,49 min,26.84 km,101 min,23.27 km,80 min
一森家厨·臭鳜鱼,https://www.dianping.com/shop/k2s8loW9aAKAYm19,东五环草场地280号,[北京],"116.505870,39.995229",64313653,2019/10/26 20:16,25.79 km,51 min,27.80 km,98 min,24.18 km,79 min
就三桌涮肉馆,https://www.dianping.com/shop/G6Vi8vnu7WesYLR2,北五环草场地艺术区114号村委会西,[北京],"116.505838,39.998326",64360667,2019/10/26 20:15,24.21 km,50 min,26.22 km,96 min,22.60 km,77 min
adore原创手工艺礼物商店,https://www.dianping.com/shop/l8ov9AHRcD24itMN,北五环草场地村114号（老菜市场、就三桌涮肉馆旁边）,[北京],"116.505862,39.998262",17611766508,2019/10/26 20:03,24.22 km,50 min,26.22 km,96 min,22.61 km,77 min
毋米粥海鲜火锅,https://www.dianping.com/shop/FbboZ0FEyW0vcwML,朝阳门内大街75号院佳龙酒店B座首层毋米粥餐厅,[北京],"116.430253,39.925047",64658122,2019/10/26 20:01,22.65 km,42 min,25.13 km,97 min,21.55 km,71 min
馅老满,https://www.dianping.com/shop/l2gp8LTnCv5XDk9v,安定门内大街252号,[北京],"116.408655,39.943125",64046944,2019/10/26 15:33,18.95 km,36 min,21.42 km,77 min,17.84 km,55 min
新民菜市场,https://www.dianping.com/shop/l3mnvfnHU5FgKHhQ,旧鼓楼外大街68号,[北京],"116.394171,39.949811",82081977,2019/10/26 15:30,16.14 km,30 min,18.61 km,62 min,15.03 km,43 min
Ling Long,https://www.dianping.com/shop/G7rIp3ZLgyw2NZ5x,三里屯街道工体北路2号兆龙饭店3层,[北京],"116.460433,39.933233",86355109,2019/10/25 20:06,23.01 km,44 min,25.48 km,93 min,21.91 km,73 min
我与地坛THECORNER.,https://www.dianping.com/shop/G9HQEbfh2ZTC58yc,和平里南街地坛东门向东100米路南B+修车铺西侧,[北京],"116.420335,39.953895",84216662,2019/10/19 11:02,18.97 km,36 min,21.44 km,74 min,17.86 km,56 min
实成吉烧饼铺,https://www.dianping.com/shop/k84jMsDayUX6ej1u,东四六条40号-2,[北京],"116.422504,39.930242",18601295038,2019/10/19 11:00,20.03 km,43 min,22.50 km,88 min,18.93 km,64 min
Solitary Coffee,https://www.dianping.com/shop/G3q0pksEqqEUcEsJ,铸钟胡同60号,[北京],"116.391855,39.941891",,2019/10/19 11:00,16.32 km,30 min,18.79 km,64 min,15.22 km,45 min
1/4 ONE QUARTER COFFEE LAB,https://www.dianping.com/shop/G83JymMMX2O86C7w,东四六条胡同85号,[北京],"116.858871,40.374390",13810483229,2019/10/19 10:59,78.52 km,79 min,86.09 km,96 min,76.91 km,107 min
Cafe Duet 二重奏·西餐·咖啡厅,https://www.dianping.com/shop/l6SWKxbv5CamHtXt,十字坡街8号铂晶豪庭底商117（五十五中北门旁边）,[北京],"116.439516,39.938462",18518224226,2019/10/19 10:59,21.78 km,40 min,24.25 km,93 min,20.68 km,63 min
il gatto coffee意咖多咖啡,https://www.dianping.com/shop/H87LtG03aViVFIDg,秀水东街1号圭亚那大使馆马路对面,[北京],"116.448782,39.915969",13810466993,2019/10/19 10:58,26.42 km,56 min,28.89 km,105 min,25.31 km,87 min
S.O.E COFFEE,https://www.dianping.com/shop/l4BKNdlqR0ukHUIJ,团结湖路白家庄东里23号枫湾团结湖办公社区一层,[北京],"116.455074,39.920428",15300242004,2019/10/19 10:57,25.16 km,51 min,27.63 km,100 min,24.06 km,82 min
彼德墨西哥餐厅,https://www.dianping.com/shop/kaowssJUVP5cAYjn,望京西路41号梦秀广场4楼24-25号,[北京],"116.456775,39.994749",64799890,2019/10/18 19:36,19.17 km,33 min,21.18 km,79 min,17.56 km,60 min
常赢三兄弟·清真涮肉,https://www.dianping.com/shop/k5AzH37TrykE9J8Y,常营中路12号东商业楼一层04号,[北京],"116.585548,39.928127",18810966813,2019/10/18 19:07,33.47 km,66 min,35.48 km,112 min,31.86 km,90 min
麦家小馆·烤羊肉·精酿啤酒,https://www.dianping.com/shop/jV9YrvIWVlYi4a57,学清路23号院汉华世纪大厦F1层,[北京],"116.350494,40.010841",60606817,2019/10/18 19:04,7.60 km,21 min,10.54 km,45 min,6.50 km,28 min
AL Safir阿拉伯餐厅,https://www.dianping.com/shop/l4T9mjuHl8TrFaUZ,霄云路35号（远洋新干线美食街35号6-12铺、近三元东桥）,[北京],"116.459164,39.954326",13717933385,2019/10/18 19:03,20.46 km,35 min,22.93 km,77 min,19.35 km,59 min
波尔塔20西班牙餐厅,https://www.dianping.com/shop/GajDEiuvUjWJ6STL,罗马湖左堤路8号波尔塔二十西班牙餐厅,[北京],"116.515844,40.101396",80425396,2019/10/18 19:02,30.24 km,52 min,32.24 km,100 min,28.63 km,80 min
日上三甘,https://www.dianping.com/shop/k9AU8qxHEu9jxfqH,工人体育场北路三里屯SOHO一号商场5层,[北京],"116.453502,39.932257",65871528,2019/10/13 19:47,22.57 km,40 min,25.04 km,100 min,21.46 km,70 min
伊藤洋华堂,https://www.dianping.com/shop/k9e2t0AIQRjd4GVX,北四环东路108号,[北京],"116.420507,39.988041",64910099,2019/10/9 1:21,18.32 km,27 min,17.16 km,68 min,13.58 km,57 min
大槐树烤肉馆,https://www.dianping.com/shop/iK1vybZuH53APu9S,景山街道美术馆东街23号（美术馆东街与五四大街交叉口西北角）,[北京],"116.406849,39.924610",84011960,2019/10/5 12:15,19.30 km,41 min,21.77 km,83 min,18.20 km,63 min
老磁器口豆汁店,https://www.dianping.com/shop/G4OOBH9Pee6XWuKP,北芳古路芳群园4区19号楼,[北京],"116.429267,39.858881",87526090,2019/10/5 12:12,32.36 km,48 min,35.06 km,103 min,32.99 km,81 min
茶汤李京味餐厅,https://www.dianping.com/shop/k5yEkJU8ohY5Cafg,和平里七区三十号楼底商,[北京],"116.423074,39.959805",64279255,2019/10/5 12:11,18.15 km,35 min,20.62 km,73 min,17.04 km,56 min
烤肉刘,https://www.dianping.com/shop/k8VVfgvU7glWNWMA,阡儿胡同41号,[北京],"116.387891,39.887793",63013492,2019/10/5 12:09,25.92 km,50 min,25.05 km,98 min,21.64 km,79 min
墨香菜煎饼,https://www.dianping.com/shop/H5f73CT5THbabnHo,大屯路36号,[北京],"116.376070,40.001330",13616329002,2019/10/5 12:08,9.61 km,24 min,11.96 km,51 min,8.34 km,30 min
金钟烤肉城,https://www.dianping.com/shop/EmuQLNGldrFncuIj,八里庄街道朝阳路慈云寺12号楼甲(上巢酒店对面),[北京],"116.482973,39.914862",65041355,2019/10/5 12:07,30.70 km,57 min,31.88 km,111 min,28.27 km,95 min
李小老烧饼,https://www.dianping.com/shop/k8AXonfV4W0foYVe,常营地区常营民族家园1号内10-11号房(近清真寺北墙),[北京],"116.572485,39.914912",65484200,2019/10/5 12:07,32.90 km,69 min,34.91 km,118 min,31.29 km,95 min
东北串串香铁板烧,https://www.dianping.com/shop/H9QjQHkJsHqDQGT5,化工路垡头西里24号楼一楼,[北京],"116.511619,39.863968",15726629121,2019/10/5 12:05,37.69 km,69 min,38.44 km,123 min,34.83 km,111 min
拾久,https://www.dianping.com/shop/GaLvmTNhT80CWTEO,东三环中路辅路与光华北一街交口第一家、麦乐迪对面,[北京],"116.460797,39.899043",87774188,2019/10/3 11:39,26.71 km,57 min,29.18 km,107 min,25.61 km,89 min
泓0871臻选云南菜,https://www.dianping.com/shop/l3DBZMWaKcU0BmaV,双树路E9区创新工场6号楼,[北京],"116.596039,39.884753",65724306,2019/10/3 11:34,39.26 km,74 min,41.26 km,133 min,37.65 km,110 min
DADA酒吧,https://www.dianping.com/shop/l8VmoR1z6g0jyLfM,南营房胡同日坛国际贸易中心A座北门B1,[北京],"116.441524,39.920212",18311080818,2019/10/3 11:13,23.47 km,46 min,25.94 km,104 min,22.37 km,76 min
postpost,https://www.dianping.com/shop/G8YkcgQ07Up4xlna,羊肉胡同58号,[北京],"116.369041,39.922646",18500591816,2019/10/3 11:11,20.06 km,38 min,21.15 km,82 min,17.57 km,61 min
Soloist 独奏公司,https://www.dianping.com/shop/G8m9OqPdrNIUfnV0,杨梅竹斜街39号,[北京],"116.392960,39.895942",83197103,2019/10/3 11:11,25.72 km,47 min,24.94 km,96 min,21.65 km,79 min
春风习习,https://www.dianping.com/shop/k4npFqzBVqLqgcDC,长巷五条19号3幢1层,[北京],"116.403987,39.895145",13020094062,2019/10/3 11:04,26.51 km,55 min,25.11 km,99 min,21.53 km,80 min
单向空间,https://www.dianping.com/shop/jHPohN5THjdFeh73,驼房营南里甲6号东风艺术区北区4-1号,[北京],"116.508479,39.961315",84309585,2019/10/3 11:03,29.13 km,63 min,31.13 km,106 min,27.52 km,83 min
Cafe Clark,https://www.dianping.com/shop/k68QzZ7PpO688bhj,平房地区青年路29号华纺易城小区19-02号底商（近润枫水尚）,[北京],"116.512231,39.928795",58710501,2019/10/3 10:36,31.08 km,65 min,33.09 km,112 min,29.47 km,91 min
言BOOKS书店,https://www.dianping.com/shop/G6n2h5hEE6rWbfxM,青年西路青年路西里5号院8号楼1层101内0305号,[北京],"116.514982,39.926064",15311819415,2019/10/3 10:35,31.14 km,66 min,33.14 km,114 min,29.53 km,93 min
TIAGO HOME KITCHEN,https://www.dianping.com/shop/k8axulbnWp0qMQby,王府井大街269号王府中环东座4层411b,[北京],"116.409326,39.912564",85179177,2019/10/2 12:46,20.77 km,46 min,23.24 km,89 min,19.66 km,69 min
紫云轩,https://www.dianping.com/shop/H2sZShQInsG2U2Lr,顺白路何各庄318国际艺术园,[北京],"116.498131,40.039700",13601137132,2019/10/2 12:44,22.40 km,45 min,24.40 km,88 min,20.79 km,70 min
LES MORILLES樂·墨瑞,https://www.dianping.com/shop/k3fFH2HheBakU1uq,麦子店西街37号盛福大厦一层,[北京],"116.464867,39.946909",65063110,2019/10/1 15:19,22.80 km,40 min,25.27 km,85 min,21.70 km,65 min
沃夫冈牛排馆Wolfgang’s Steakhouse,https://www.dianping.com/shop/k7E6uNvgkc3J1hcs,工体北路甲2号盈科中心西南侧捌坊一层,[北京],"116.458433,39.932130",65924946,2019/10/1 15:16,23.25 km,44 min,25.72 km,93 min,22.14 km,73 min
Tavola Italian Dining,https://www.dianping.com/shop/l32XAVAxCHClpUWK,东方东路19号亮马桥外交公寓官舍北区二层,[北京],"116.463936,39.951686",85325068,2019/10/1 15:14,21.46 km,39 min,23.93 km,81 min,20.35 km,64 min
The Georg,https://www.dianping.com/shop/H1VxDTW6es76OBCP,东华门大街95号,[北京],"116.402598,39.915373",18618337710,2019/10/1 13:54,19.98 km,43 min,22.97 km,85 min,19.39 km,65 min
蔡澜点心,https://www.dianping.com/shop/l6BGXWzZlAinVkBF,西直门外大街1号凯德MALL01-47、02-42、02-43号铺,[北京],"116.353179,39.941566",58302058,2019/9/30 17:00,17.48 km,27 min,18.21 km,65 min,13.09 km,46 min
Opera Bombana,https://www.dianping.com/shop/ilSl6fhaKxVKsgAK,东大桥路9号侨福芳草地购物中心LG2-21（近东大桥地铁站）,[北京],"116.452523,39.921387",13811076551,2019/9/30 16:44,24.07 km,47 min,26.54 km,108 min,22.97 km,82 min
